task_id,task_name,description_output,confidence
110,48d8fb45.json,"To make the output, you have to...repeat the colored area that includes a grey square, but do not include the gray square.",10.0
110,48d8fb45.json,"To make the output, you have to... repeat the colored area that includes a grey square, but don't include the grey square.",10.0
110,48d8fb45.json,"To make the output, you have to...same pattern",10.0
111,4938f0c2.json,"To make the output, you have to...use the same red design to create a symmetrical design surrounding the green cube. The red design should hit all four corners, the same as the first (second or third) design. If there are already four designs present, then simply copy the entire grid and do not change anything.",5.0
111,4938f0c2.json,"To make the output, you have to...correlate the design until you have a pattern on all 4 corners of the cube",10.0
111,4938f0c2.json,"To make the output, you have to...correlate the design until you have a pattern on all 4 corners of the cube",10.0
111,4938f0c2.json,"To make the output, you have to...correlate the design until you have a pattern on all 4 corners of the cube",10.0
111,4938f0c2.json,"To make the output, you have to...correlate the design until you have a pattern on all 4 corners of the cube",10.0
111,4938f0c2.json,"To make the output, you have to...correlate the design until you have a pattern on all 4 corners of the cube",10.0
111,4938f0c2.json,"To make the output, you have to...correlate the design until you have a pattern on all 4 corners of the cube",10.0
112,496994bd.json,"To make the output, you have to... copy the input grid and then mirror the colored lines on the other end of the grid.",6.0
112,496994bd.json,"To make the output, you have to... copy the input grid and then mirror the colored lines on the other end of the grid.",6.0
112,496994bd.json,"To make the output, you have to... copy the input grid and then mirror the colored lines on the other end of the grid.",6.0
112,496994bd.json,"To make the output, you have to... copy the input grid and then mirror the colored lines on the other end of the grid.",6.0
112,496994bd.json,"To make the output, you have to... copy the input grid and then mirror the colored lines on the other end of the grid.",6.0
112,496994bd.json,"To make the output, you have to... copy the input grid and then mirror the colored lines on the other end of the grid.",6.0
112,496994bd.json,"To make the output, you have to... copy the input grid and then mirror the colored lines on the other end of the grid.",6.0
112,496994bd.json,"To make the output, you have to... mirror the top pattern below.",8.0
112,496994bd.json,"To make the output, you have to... mirror the top pattern below.",8.0
112,496994bd.json,"To make the output, you have to... mirror the top pattern below.",8.0
113,49d1d64f.json,"To make the output, you have to...make input pattern as center for output and colors should be same. The adjacent colors are also same .  all four corner colors should be black",5.0
113,49d1d64f.json,"To make the output, you have to...make input pattern as center for output and colors should be same. The adjacent colors are also same .  all four corner colors should be black",5.0
